.pl 16959
CisloDodavatele;NazevDodavatele;NazevDodavatele2;Ulice;Mesto;Psc;Ico;Dic1;Dic2;Zastoupeny;ZastoupenyOZ;Telefon;TelefonOz;Mail;MailOZ;Poznamka1;Poznamka2;Poznamka3;Poznamka4;Poznamka5;DatumPorizeni;PocetDnuObj;ZavozDen
00092$;UNILEVER »R, spol. s r.o.$; $;Voct·¯ova 2497/18$;Praha 8$;18000$;18627781$;CZ$;18627781$; $; $;224 071 111$; $;romana.adamu@unilever.com$; $;od 1.1.2014 p¯Ìmo 0-9%      let·ky öÈf Woller 770 174 341$;        ****  MIN.ZAVOZ 30 000KË *****$;vr·cenÌ chep palet-p.Dvo¯·k 606 739 103/224 324 552$;Adamu 602286939     Hegrov· 224071315 objedn·vky Praha$;224 071528   775 448556-doprava,reklamace,objedn·vky$;0$;0$; 
00093$;Kartacovny v.d.i. Otava$; $;Vinarickeho 374$;Pisek$;39701$; $; $; $; $; $;382/271299$;382206512$;.$; $; $; $;NA FAKTURU davaji az od 5000,- jinak na dobirku$; $; $;0$;0$; 
00094$;Novex v.d. Michalovce$; $;Namesti osvoboditelu$;Michalovce$;07101$;00168441$; $; $; $; $; $; $; $; $; $; $; $; $; $;0$;0$; 
00095$;Marca cz s.r.o. Praha$; $;Ruska 67$;Praha 10$;10000$;63668262$;CZ$;63668262$; $; $;02/738433,749793$; $;rsrbova@acmarca.com$;velkoobchod.objednavky@espacevo.cz$;ZC -12%+5%  p¯es Espace$; $; $;Kopii posÌlat na Espace/bereme p¯es nÏ$;724 644 401$;0$;3$; 
00096$;Drevoplast Ludvik Liberec$; $; $;Liberec$; $; $; $; $; $; $;98929$; $; $; $;davkovace mechanicke komisni prodej$; $; $; $; $;0$;0$; 
00097$;Drovel s.r.o. Straz nad Nisou$; $; $;Liberec$;46303$; $; $; $; $; $; $; $; $; $; $; $; $; $; $;0$;0$; 
00098$;Tradetex servis s.r.o.$; $;Americka 856/78$;Liberec 3$;46010$;46710591$;CZ$;46710591$; $; $;485 151 223$; $;krokova.m@tradetex-servis.cz$; $;Sleva v Bateo dvojkov˝ z·kaznÌk$;El. osuöovaË 2000w - 2376,-$;äim·kov· moûn· do odbytu .$;barnetova.m@tradetex-servis.cz$; $;0$;0$; 
00101$;Z-Trade s.r.o.  Broumov$; $;Soukenicka 76$;Broumov$;55001$;45537143$;CZ$;45537143$; $; $;491/523911 f523912$; $; $; $;Sleva VO 10% p¯i obj. nad 10.000,-$; $;Rabat Bezne 18%   HotovÏ 0-2%$; $; $;0$;0$; 
00102$;Kor·do, a.s. »esk· T¯ebov·$; $;B¯Ì hub·lku 869$;»esk· T¯ebov·$;56002$;25255843$;CZ$;2555843$;p.V·lkov·$; $;465/506211$;465533128$; $; $;Objedn·vka nad 6-18tis. -5%$;           nad 18-35tis. -10%$;dopravu vûdy hradÌ p¯Ìjemce. splatnost 25 dnÌ.$;NYNÕ JE TO PRESPLAST!!!$; $;0$;0$; 
00103$;Ozdoba v.d. Invalidu$; $;Malesicka 49$;Praha 3$;13000$;027600$;CZ$;00027600$;Spicak$; $;02/71773177$; $; $; $;sitka na mydlo$;fax 02/6442016$; $; $; $;0$;0$; 
00104$;JUTA, a.s. Olomouc$;poöt.schr·nka 33$;SladkovskÈho 49$;Olomouc$;77211$;45534187$;CZ$;45534187$;ing.Kodytek, JanalÌk$; $;58/5313440,5153532$;58/5313440$;juta10@juta.cz$; $;nabÌdkaJUTA 0-4%}$;FAX 58/5313467 DopravnÈ nad 500kg ne˙ËtujÌ!!jinak rozp$;Br·t p¯es LAW !!!!!!!!! sleva 0-9%$;Law-603 869 388-p.Maisner majitel$;Law 573 345 278 Fax$;0$;0$; 
00105$;Linx s.r.o. Vejprty$; $;17.listopadu c.1$;Vejprty$;43191$;63144565$;CZ$;63144565$;Marvan , Janecek$; $;474/386139$;474/386229$; $; $;papirove rucniky$;dopravu platime i objednavame rozpoËÌt·vat$;brat 2pal. 13.50 {3-5pal.13.20}$; $; $;0$;0$; 
00106$;Hokr s.r.o. Pardubice$; $;Smilova 320$;Pardubice$;43002$;580295$;CZ$;580295$; $; $;40/6613181,f6613182$; $; $; $;603/486960$; $; $; $; $;0$;0$; 
00107$;HamernÌk s.r.o.$; $;Jitkov 86$;ChotÏbo¯$;58301$;27465829$;CZ$;27465829$;Hamernik724/048023$; $;569 444202$;569 444490$;export@dvh-jitkov.com$; $; $;HUL na lopatu + krumpac brat SvÌtek Postreln· v odbÏr.$;LOPATA 35,- zahnuta KRUMPAC 35.50$; $; $;0$;0$; 
00108$;Dymlova Jana Trida Bonsai$; $;Alsovice 111$;Bratrikov$;46821$;49882520$;CZ$;526206179$;Dyml$; $;0428/93822$; $; $; $; $; $; $; $; $;0$;0$; 
00109$;Vigona a.s. Svitavy$; $;Dimitrivova 6$;Svitavy$;50823$;48173118$;CZ$;48173118$;Krecek OZ$; $;0461/314$; $; $; $; $; $; $; $; $;0$;0$; 
00110$;OUTBUG s.r.o.$; $;Gen.Svobody 1193$;Teplice$;41502$;1541609$; $;1541609$; $; $; $; $; $; $;p¯es OZ ze Severochemy$; $; $; $; $;0$;0$; 
00111$;Laj Lybuse Karbanova Liberec$; $;Olbrachtova 620$;Liberec 5$;46005$;41315081$;CZ$;5455120715$;Karbanova Lybuse$; $;461834$; $; $; $; $; $; $; $; $;0$;0$; 
00112$;Avion spol. s r.o.$; $;N·draûnÌ 92$;éidlochovice$;66712$;46967494$;CZ$;46967494$;Jurkovicova$; $;5/47231009$; $;ivalkova@seznam.cz$; $;fax 5/47231012$; $;panÌ V·lkov· 547231009$;objednat vlastnÌ dopravu$; $;0$;0$; 
00113$;Unisa s.r.o. Ceska Trebova$; $;Semaninska 1528$;Ceska Trebova$;56015$; $; $; $; $; $;0465/932022$; $; $; $; $; $; $; $; $;0$;0$; 
00114$;INTEX v.t.d.$; $;T¯tÏnice 51$;T¯tÏnice$;50704$;15055744$;CZ$;15055744$;Kubickova$; $;493 555 486$; $;info@intex-vtd.com$; $;Br·t n·sobky 250ks$; $;poötovnÈ ˙ËtujÌ, rozpustit do cen$; $; $;0$;0$; 
00115$;PPD Chemical s.r.o.$; $;Smilova ul. 703$;Pardubice$;53002$;64254101$;CZ$;64254101$; $; $;466 511883$;466 530 422$;eva.jirouskova@ppd-chemicals.cz$; $;!!!od 1.12.06 p¯evzal vöe Euroöarm!!!$;Pro LVZ dopravu p¯e˙Ëtov·vat nerozpoötÏt pro ostatnÌ rozp.$;Sklad - z Pardubic smÏr P¯elouË StarÈ »ivice FA JANDA$;kontejner kys.soln· Knorr-fa 0010105-oni n·m$;nevyfakturovali,my Knorru ano.$;0$;0$; 
00116$;Primo group s.r.o.$; $;Horuöice 104$;Horuöice$;28401$;25113593$;CZ$;25113593$;Pila¯$; $;327 311 500$;327 311 501$;objednavky@primogroup.cz$; $;rok 2008 666000.- rok 2007 655000.-   2006 411000.-$;www.primo-kralice.cz   rok 2009 650000.-  2010 847000.-$;Pila¯ 603/874 824  rok 2011 600000.-$;A$; $;0$;21$;dle pot¯eby
00117$;Intris, s.r.o.$; $;areal Prusinky 1260$;Napajedla$;76361$;25514415$;CZ$;25514415$;Pokorna$; $;067/7941546$; $; $; $; $; $; $; $; $;0$;0$; 
00118$;Roal Ostrava$; $;Nadrazni 66$;Ostrava 1$;70100$;60762942$;CZ$;7208015584$; $; $; $; $; $; $; $; $; $; $; $;0$;0$; 
00119$;Killich s.r.o.$; $;Americk· 215$;Liberec 10$;46010$;25493558$;CZ$;25493558$; $; $; $; $; $; $; $; $; $; $; $;737545$;0$; 
00120$;Povazske chemicke zavody$; $;M.R.Stefanika 71$;Zilina$;01039$; $; $; $;089/30015$; $; $; $; $; $; $; $; $; $; $;0$;0$; 
00121$;K+S Czech Republic a.s.$; $;SladkovskÈho 47$;Olomouc - Holice$;77911$;45192405$;CZ$;45192405$;Hrdlickova$; $;587 421 246$;585 311 839 fax$;smo@ks-cz.com$; $;dobrop.palety ing.KuËerov·  /doprava sol.ml˝ny 587 421 245$;Kdyz bude mene nez 3tuny tak poprosit oni spojÌ dopravu s$;Doprava zd.od 3000kg nebo +1000,- za dopravu     - s jinym$;SolnÈ Ml˝ny           objedn·vky-Wegrynov·$;OZ p. Salva 602 579 089 -s nÌm doml.dopravu soli tabl.$;730486$;0$; 
00122$;* Internet$; $; $; $; $; $; $; $; $; $; $; $; $; $; $; $; $; $; $;730486$;0$; 
00123$;Superdiskont s.r.o.$; $;Dobronick· 986$;Praha$;14200$;27222357$;CZ$;27222357$; $; $;494 940 932$; $;info@superdiskont.cz$; $;internetov˝ obchod$; $; $; $; $;737768$;0$; 
00124$;Obchodni cinnost Smutna$; $; $;Ledce$;29447$; $; $; $;Smutna$; $;0326/980150 i fax$; $; $; $;0326/980188 sklad$; $; $; $; $;0$;0$; 
00125$;NATURA a.s.$; $;Podbadsk· 20$;Praha 6$; $;00533432$;CZ$;00533432$; $; $;602 478 922$;569 425 916$;jana.bendova@druidcz.com$; $;dod·v· firma Druit - OZ Bendov·$;fax obj.569/425916$;B¯Ìzov· ˙ËetnÌ$;Dodavatel NATURA A.S.Podbabsk· 20 , Praha 6$; $;0$;0$; 
00126$;Klimafil Praha s.r.o.$; $;SluneËn· 2101/2$;Praha 10$;10000$;26415879$;CZ$;26415879$; $; $;274 778 623$; $;info@klimafil.cz$; $;speci·lnÌ vÏci/ masky,sk¯ÌÚky pro Oleo$; $; $; $; $;735631$;0$; 
00127$;Benzina Liberec$; $; $;Liberec$; $; $; $; $; $; $; $; $; $; $; $; $; $; $; $;0$;0$; 
00128$;Douwe Egberts a.s. Praha$; $;K Zizkovu 9$;Praha 9$;19000$;45245738$;CZ$;45245738$;Lib·nsk·$; $;266 313 315$;326 902 121$;copak@email.cz$; $; $;( P¯es PK PHA 0-6%)$;0-6% Juraj Cop·k$; $; $;0$;0$; 
00129$;Jako Kutna Hora$; $;Masarykova 222$;Kutna Hora$;28401$; $; $; $;Volsky$; $;0327/2261$; $; $; $; $; $; $; $; $;0$;0$; 
00130$;Subert Vlastimil$; $;Strnadova 55$;Nachod$;54701$; $;CZ$;5607291844$;Adamu$; $;0441/21875$; $; $; $; $; $; $; $; $;0$;0$; 
00132$;For merco mydla Kostelec$; $;Savojska 93$;Kostelec nad C.L.$;28163$;18573347$;CZ$;360916031$; $; $;0203/97114,97218$; $; $; $; $; $; $; $; $;0$;0$; 
00133$;Mabico s.r.o. Praha$; $;Katerinska 24$;Praha 2$;12800$;40762564$;CZ$;40762564$;Stradalova Radka$; $;02/24912055$; $; $; $; $; $; $; $; $;0$;0$; 
00134$;Ing.Ji¯Ì Voöoust Novoplast$; $;LuËansk· 31$;Liberec 29$;46015$;11438754$;CZ$;451124006$;Voöoust$; $;482429911$;482429912$; $; $;davkovace$; $; $; $; $;0$;0$; 
00135$;Rimavan ch.v.d.Rimavska Sobota$; $;Cerencanska cezta 23$;Rimavska Sobota$;97980$; $; $; $; $; $; $; $; $; $;Brat pres LORS HRONOV 0441/482520, 483280, 482018$;0501/469129$;Lors / p.KratochvÌl / Kontox asi nebude/dovoz problÈm..,$; $; $;0$;0$; 
00136$;de-Miclen Trading s.r.o.$; $; $; $; $; $; $; $; $; $;606 741 142$; $;jarab@demiclen.cz$; $; $; $; $;Praû·k ¯editel 602 574 708$; $;0$;0$; 
00137$;Male s.r.o. Doksy$; $;5.kvetna 214$;Doksy$;47201$;61329410$;CZ$;560690622$; $; $; $; $; $; $; $; $; $; $; $;0$;0$; 
00138$;Krufin$; $; $; $; $; $;CZ$; $; $; $; $; $; $; $; $; $; $; $; $;0$;0$; 
00139$;H-styl velkoobchod$; $;Teplicka 289$;Decin 9$;40505$; $; $; $; $; $; $; $; $; $; $; $; $; $; $;0$;0$; 
00140$;Melitrade a.s.$; $;Domaûlick· 1232/3$;Praha 3 - éiûkov$;13000$;27750141$;CZ$;27750141$;p.BlaûeÚ·kov·$; $;465 323 121,410$;465 324 815$;mlejnek@melitrade.cz$; $;Objedn·vky p¯es OZ Roman Mlejnek 602 369 659$; $;Korespondence Na Terase 224,563 01,Lanökroun$;Cerepa p.Strapcov· 602 153 281$;Melitrade öÈf - Pour 602 161 571 / pour@melitrade.cz$;730486$;0$; 
00141$;Dubena v.d. Cesky Dub$; $; $;Cesky Dub$;46343$; $;CZ$;00029386$; $; $; $; $; $; $; $; $; $; $; $;0$;0$; 
00142$;SSL Ceska republika, s.r.o.$; $;Karlovo namesti 7$;Praha 2$;12000$;43001157$;CZ$;43001157$;Pitrasek Libor$; $;02/22016200,24920373$; $; $; $;fax 02/24919450  ZBOZI NEOBJEDNAVAT NEDELAJI PREVODKY!!!$;Hojzr Radek 0603/899 557$;dohoda 0-5% splatnost 30dni mozno o 10dni prodlevu$; $; $;0$;0$; 
00143$;EKOCHEM COSMETIC-Miloslav äorm$; $;Brand˝sk· 892$;Kostelec nad Labem$;27713$;10215069$;CZ$;370411050$;ing. Sorm$; $;326 982481-3$;326982484$;rokosova@ekochem.cz$; $;Rokosov·-m˝dlo reklamace$;sleva 0-10%$;rabat 5l 25%, ostatni 20%-25%$;Sklad Kostelec nad Labem$;602 26 59 53 - OZ-volat objedn·vky!!!!!!$;0$;0$; 
00144$;Drago, spol.s r.o.$; $;trûnÌ 2902 14$;P¯erov$;75002$;25530151$; $; $; $; $; $; $;objednavky@drago.cz$; $;www.diskont-zahradkar.cz$; $; $; $; $;737581$;0$; 
00145$;Molnlycke s.r.o. Praha$; $;Pernerova 11$;Praha 8$;18600$;48536466$;CZ$;48536466$; $; $; $; $; $; $;Brat pres PK Solvent za 0% 02/96335511$;Dali 2.6% slevu$;RAB 18%$; $; $;0$;0$; 
00146$;Jarmila Eimannov·$;DÿEVOV›ROBA$;Huslenky 499$;okr.VsetÌn$;75602$;10650296$;CZ$;6554061030$;Jarmila Eimannov·$; $;571445670$;571445670$;.$; $;604/907522$; $;Sleva 0-3%$; $; $;0$;0$; 
00147$;BARVY A LAKY Praha, s.r.o.$; $;ätÏrboholsk· 571$;Praha 10 - Hostiva¯$;10219$;48584533$;CZ$;48584533$;p.Bartoöov·  vedoucÌ$; $;296584197 /620$;272700903$; $; $;lÌhov˝ prost¯edek /etanol,butanol,propanol,$;sleva zc-15%         Fax296584441$;296 584 580 Svatoöov· Z·stup$; $; $;0$;0$; 
00148$;Boler s.r.o. Praha$; $;Chodska 12$;Praha 2$;12000$;44267851$;CZ$;44267851$;Ehrenbergerova$; $;02/259737$; $; $; $; $; $; $; $; $;0$;0$; 
00149$;Stav-ba Praha$; $;Sibrina 3$;Praha - vychod$;25084$; $;CZ$;440224009$;Bajer Vaclav$; $; $; $; $; $;TZ 02/81970710$;0602/194332$; $; $; $;0$;0$; 
00150$;Stavoinvest s.r.o. Liberec$; $;Katerinska 495$;Straz nad Nisou$;46303$;46710159$;CZ$;46710159$; $; $;048/5159253$; $; $; $; $; $; $; $; $;0$;0$; 
00151$;AB kosmetika Praha$; $;Belehradska 110$;Praha$;42000$;60488026$;CZ$;60488026$;p.Uö·k   02/22251095$; $;f02/22251001$; $;copak@email.cz$; $;0-7% ing.Pe¯ina$; $;(PK SOLVENT 0-5% rok 2007)$; $;ZKonËili$;0$;0$; 
00152$;Jannex s.r.o.$; $; $;Liberec$;46001$; $; $; $;p. Cerva$; $;5140142$; $; $; $;polstarky sampony$; $; $; $; $;0$;0$; 
00153$;Mapa spontex Volf s.r.o.$; $;Prodaöice 4$;DolnÌ Bousov$;29404$;47537434$;CZ$;47537434$;Je¯·bek$; $;326/375724,8$;602 752 633$;jerabek123@seznam.cz$; $; $; $; $; $; $;730486$;0$; 
00154$;Karnold Praha$; $;Makovskeho 1331$;Praha$;16300$;15101541$;CZ$;6408251476$; $; $; $; $; $; $; $; $; $; $; $;0$;0$; 
00155$;Litex Liberec$; $;Kate¯insk· 145$;Liberec 17$;46014$;12058661$;CZ$;6605100073$;Matousek Jiri$; $;485 107 961$; $;info@hadr.cz$; $;602 666 597$; $; $; $; $;0$;0$; 
00156$;* Reklamace 2021 z·kaznÌk$; $; $; $; $; $; $; $; $; $; $; $; $; $; $; $; $; $; $;737425$;0$; 
00157$;Mihako sitovane vyrobky$; $;Kvetnoveho vitez1742$;Praha 4$;14900$; $; $; $; $; $; $; $; $; $;volat ozdoba praha nebo objednavat u sefa$; $; $; $; $;0$;0$; 
00158$;Druteva v.d. Praha$; $;Delnicka 54$;Praha 7$;70004$; $; $; $; $; $; $; $; $; $; $; $; $; $; $;0$;0$; 
00159$;Pozi C s.r.o. Hradec Kralove$; $;Machkova 587$;Hradec Kralove$;50280$;45539995$;CZ$;45539995$; $; $; $; $; $; $;desky kartacovny VALA$; $; $; $; $;0$;0$; 
00160$;SVIXI - Milan Kouck˝$;v˝roba svÌËek a ilumin. svÏtel$;U äkolky 245$;Liberec$; $;60243155$;CZ$;520422180$;Kouck˝ Milan$; $;48/5140014  i fax$; $; $; $;provozovna: 463 34  ChotynÏ, Ë.p. 196$;602 345 513 DOLENSK·$;606 657 891$; $; $;730544$;0$; 
00161$;Novachem Dvur Kralove$; $;Heydukova 1035$;Dvur Kralove$;54412$;45955972$;CZ$;45955972$;Pistorova$; $;0437/820215$; $; $; $;NC 0-4%$;JONSON RABAT +15%$; $; $; $;0$;0$; 
00163$;P.P.Co Cejetice$; $;Cejetice 32$;Mlada Boleslav$;29301$;11304138$;CZ$;490928135$; $; $;0326/24912 i fax$; $; $; $; $; $; $; $; $;0$;0$; 
00164$;Semet s.r.o. Ceveny Kostelec$; $;Rybnicna 500$;Cerveny Kostelec$;54941$;47453958$;CZ$;47453958$;Bezchleba$; $;0441/631586$; $; $; $; $; $; $; $; $;0$;0$; 
00165$;Monex s.r.o. Yplon Praha$; $;Ambrozova 9$;Praha 3$;13000$;41191277$;CZ$;41191277$;Jansa$; $;02/894110$; $; $; $; $; $; $; $; $;0$;0$; 
00166$;Eureka s.r.o. Praha$; $;Slovenska 11$;Praha 2$;12000$;62914227$;CZ$;62914227$; $; $;02/22521879$; $; $; $;Ziletky$;Ziletky BIG 17% spl.28dnu  Ziletky Silver -14% spl 28dni$;Sleva Sonet -15 spl.3dny       NEBRAT NEJDE ZBOZ($; $; $;0$;0$; 
00167$;GlaxoSmithKline spol.s r.o.$; $;Na Pankr·ci 17,19$;Praha 4$;14021$;44795459$;CZ$;44795459$;Urban/Espace$; $; $; $;velkoobchod.objednavky@espacevo.cz$; $;p¯es Espace$; $;www.gsk.cz$; $; $;0$;2$;dle pot¯eby
00168$;E.M.C.O. Breclav$; $;U Janskeho dvora 246$;Breclav$;69003$;48533441$;CZ$;48533441$; $; $; $; $; $; $; $; $; $; $; $;0$;0$; 
00169$;Arpea s.r.o. Straz nad Nisou$; $;Katerinska 283$;Straz nad Niosu$;46303$;49905503$;CZ$;49905503$;Knizek Jaroslav$; $; $; $; $; $; $; $;Brcka 0441/24887 p.Vinter WIMEX ohebna ZC 120,-rovn6.5/100$; $; $;0$;0$; 
00170$;Kovex s.r.o. Senov u Ostravy$; $;Senov 988$;Senov u Ostravy$;73934$;47668911$;CZ$;47668911$;Krockova Vlasta$; $;06995/719/3495 86160$; $; $; $;-20% sleva smluvni$; $; $; $; $;0$;0$; 
00171$;Nela vyroba prac. odevu LBC$; $;Ruprechticka 174-24$;Liberec 14$;46014$;14804336$;CZ$;6451216266$; $; $;5123847$; $; $; $;PC+22%$;MUSI DAVAT 10% SLEVU$; $; $; $;0$;0$; 
00172$;Romvel s.r.o. Liberec$; $;Moskevska 27$;Liberec 4$;46001$;64049442$;CZ$;6404944200$;Jakimic$; $;423641$; $; $; $; $; $; $; $; $;0$;0$; 
00173$;Pavel Gaisler$; $;LuËnÌ 28$;Smrûovka$;46851$;49884719$;CZ$;6210170164$;Pavel Gaisler$; $;777 067 667$;483 387 666$;route66@volny.cz$; $;Ciroformix PC neumann 79,- vË DPH nase NC -20% tj 52,-$;Farmosan dtto  PC 79,- , E-mail| route66@volny.cz$;Tergi bango 69,90 FAX|483/387666  Neumann 602/439200$;!!ProsÌ objedn·vat 240+240ks, lÈpe se mu vozÌ a zadÏl·v·$;folii/mÌsto 200+200/!!$;730752$;0$; 
00175$;Finrecon s.r.o. Praha$; $;Jankovcova 19$;Praha 7$;17000$;61856908$;CZ$;61856908$; $; $; $; $; $; $;                                                     SHODA$; $; $; $; $;0$;0$; 
00177$;Veram Vera Souskova JNC$; $;Marsovice 137$;Jablonec nad Nisou$;46601$;16387682$;CZ$;16387682$;Souskova Vera$; $;0428/29947 fax87702$; $; $; $;Antiperspiranty$;atesty u FD vs 2051295 z 5.12.95$; $; $; $;0$;0$; 
00179$;Tomil s.r.o.$; $;Generala Svatone 149$;Vysoke Myto$;56601$;25281470$;CZ$;25281470$;Beneö,äpatÈnka$; $;465 503 216$;724 305 167$;odbyt@tomil.cz$; $;min obj 15000$;-14% + -5% splatnost 3dny celkem 19%$; $;BL:Beran 465 503 227      centr·la 465 503 230$;jiri.vratil@tomil.cz    724 065 987$;730486$;3$;pondÏlÌ
00181$;SVED, elektrotechnik druûstvo$; $;ävermova 268$;Liberec 10$;46010$;00029271$;CZ$;00029271$;Piûlov·$; $;739 685 861$; $; $; $;lakov·nÌ bez pÌskov·nÌ$; $; $; $; $;737552$;0$; 
00182$;Plaston Lebeda a syn$; $;Selsk· 85$;Liberec$; $;48265489$;CZ$;48265489$;Lebeda Nartin$; $;48/5103092$; $;plaston@volny.cz$; $;autosterky$;602/166732$;potisky p. Kamenicky 48/5150856$; $;720 965 702$;0$;0$; 
00183$;Keramika Brasy a.s.$; $; $; $; $; $; $; $; $; $; $; $;vaclav$; $;{Duha Color Dvur 0-10 499624173,fax 499329092 »ernota}$;Br·t p¯es AVEX Liberec 0-12% Vackov· 48/6135006 f485151736$;RAB 16%$; $; $;0$;0$; 
00184$;Bret CL s.r.o. Ceska Lipa$; $;5.kvetna$;Ceska Lipa$;47001$;64051706$;CZ$;64051706$;Fidler$; $;0425/22776$; $; $; $; $; $; $; $; $;0$;0$; 
00185$;Filuma s.r.o. Praha$; $;Spanielova 1312$;Praha 6$;16300$;16191480$;CZ$;16191480$;Stechmiler$; $;02/7811806$; $; $; $;AVIA - WC pap.Tento 2.95 papir kapesnicky 1.32$; $; $; $; $;0$;0$; 
00186$;Reglas o.z. Stavosluzba s.r.o.$; $;Klicperovo nam.181/1$;Chlumec nad Cidlinou$;50351$;47469153$;CZ$;47469153$;Rehacek,Vejzova$; $;049/33256,33889$; $; $; $;rohoze zilmont$; $; $; $; $;0$;0$; 
00187$;Gillette + Astra$; $; $; $; $; $; $; $; $; $; $; $;espace.perina@volny.cz$; $;ESPASE - PEÿINA 777/676 440$;fax.obj. 048/5160706 -9% /on ma asi 12/$; $; $; $;0$;0$; 
00188$;OPP Policka$; $; $;PoliËka$; $; $; $; $;PospÌöilov·$; $;0463/725257 i fax$; $; $; $;* 0463/725257$; $;CENA NAD 200ks  71,-$; $; $;0$;0$; 
00189$;Slesinger Antonin s.r.o.$; $;Hradiskova 253$;Jablonne nad Orlici$;56164$;42193249$;CZ$;42193249$; $; $;0446/942427$; $; $; $; $; $; $; $; $;0$;0$; 
00190$;Jiva - Jitka Vaökov·$; $;N·m. J.M. Marku 49$;Lanökroun$;56301$;49307193$;CZ$;6256250858$;Frank$; $;485 143 005 i fax$;485 143 005$; $; $;kalhotky Eurobaby$;Frank 0602/458142$; $; $; $;0$;0$; 
00191$;ObchodnÌ spoleËnost$;TECO, a.s.$;Nadrazni 158$;Nove Mesto nad Metuj$;54901$;25280325$;CZ$;25280325$;Matous$; $;491/470689 f.474818$; $; $; $;Matous mobil 602/115654 Smutny777252803 !!!RoËnÌ bonus 12%$; $;Hofmann  e-mail: os.teco@iol.cz$; $; $;0$;0$; 
00192$;Dipro vdi Skutec$; $;Prosec$;Prosec u Skutce$;53944$;00029912$;CZ$;00029912$; $; $;469/321196$;469 321 168$;dipro@dipro-prosec.cz$; $; $; $; $; $; $;0$;0$; 
00193$;Lors Hronov$; $;HostovskÈho 237$;Hronov$;54931$;15031489$;CZ$;15031489$;T˘mov·, Kol·Ën·$; $;491 482 520, 3280$;491 482 018$;lors@lors.cz$; $;Soukr.Kol·Ën· 737 746 103$;491 482 818 /026$;Tatrachema,vulk·n,bochemie, - z·voz ve st¯edu$;¯idiË-603 163 664       fax- 491 483 280$;äroll ml. 603857453     äroll st. Otec 603237069$;0$;0$; 
00194$;WJ Global Trade s.r.o.$; $;Kolbenova 9$;Praha 9$;19000$;27891879$;CZ$;27891879$;Mikanov·$; $;773 570 777$; $;mirka@jensik.cz$; $;akËnÌ Jar 1000ml 23.-  /  500ml 14.3$; $; $; $; $;733154$;0$; 
00195$;Habacek s.r.o. Praskolesy$; $; $;Praskolesy 2$;26754$;474193$;CZ$;00474193$; $; $;311 510694$;311 510689$;prodej@habacek.cz$; $; $;Rabat 18% , svÌËky p.KratochvÌlov·$;4.5.2011 spl.30dnu 0-8% min.obj.8500.-/nad 10.000.- 0-10%$;bez DPH$;777 611757$;0$;0$; 
00196$;Stars s.r.o. zeleznice$; $;Hrbitovni 178$;Zeleznice$;50713$; $; $; $;Kracik Viteslav$; $; $; $; $; $; $; $; $; $; $;0$;0$; 
00197$;* Akce let·k$; $; $; $; $; $; $; $; $; $; $; $; $; $; $; $; $; $; $;0$;0$; 
00198$;Qalt s.r.o. Rakovnik$; $;Machova 916$;Rakovnik$;26901$;16981413$;CZ$;16981413$; $; $;0313/517007$; $; $; $;viz desky MPD -- v˝robce$; $; $; $; $;0$;0$; 
00199$;* Blokace z·kaznÌk$; $; $; $; $; $; $; $; $; $; $; $; $; $; $; $; $; $;0$;0$;0$; 
00200$;Novoplast,ing.Ji¯Ì Voöoust$; $;LuËansk· 53$;Liberec$;46015$;28679709$;CZ$;28679709$; $; $;482 429 911$;482 429 931$;l.seligova@novoplast.cz$; $;äeligov· 739 222 376$; $;Novoplast p.Voöoust zboûÌ zapoË ZajÌËkov· tel.482 429 926$; $; $;730486$;0$; 
00201$;SAM Distributor s.r.o.$; $;Denisova 585$;Jicin$;50601$;48150665$;CZ$;48150665$;Havel,Valenta$; $;0433/541120$; $; $; $; $; $; $; $; $;0$;0$; 
00202$;LÈkarna U Orla s.r.o.$; $;SoukennÈ n·m.4/114$;Liberec$;46001$; $; $; $; $; $; $; $; $; $; $; $; $; $; $;0$;0$; 
00203$;Zdislav VaöÌËek$; $;VÌtÏjeves 8$;VÌtÏjeves$;56906$;13555332$;CZ$;5410181370$;VaöÌËek Zdislav$; $;461/526131 i fax$;461 526 131$;win.vasicek@tiscali.cz$; $; $; $; $; $; $;730749$;0$; 
00204$;IVL s.r.o. Petrvald$; $;Sokolska 870$;Petrvald$;73541$;64612694$;CZ$;64612694$; $; $; $; $; $; $;viz desky Proxim Louh$; $; $; $; $;0$;0$; 
00205$;JIP - Cerepa a.s.$; $; $;Cerepa$; $; $; $; $; $; $; $; $; $; $; $; $; $; $; $;0$;0$; 
00206$;Espace velkoobchod drogerie s.r.o.$; $;Hodkovick· 406$;Liberec 23$;46313$;29018226$;CZ$;290182226$;Perina Petr$; $;777 104 083$;488 577 688$;velkoobchod.objednavky@espacevo.cz$; $;Pe¯ina 777 676440  / sklad 777 999 899 LÌbal - 777 676 433$; $;velkoobchod.reklamace@espacevo.cz$;www.primadrogerie.cz  nov˝ web www.espacevo.cz$;sklad Urban 777 104 083  petr.urban@espacevo.cz$;730486$;2$;dle pot¯eb
